B[32] Sa[5] C[32]
777653337	16	207159296
-292120149	30	3221225472
-485681052	9	439404544
-216423747	12	2586562560
-1024357744	3	395072640
-319977982	6	996245632
969052911	31	2147483648
-722238744	1	-1444477488
-959788317	5	3646512224
2133276	1	4266552
-1043778328	22	973078528
-609286940	27	536870912
-371716173	3	1321237912
974939980	1	1949879960
820290601	0	820290601
-1021219367	20	3717201920
-125151877	15	717062144
-809256818	21	297795584
-630684971	12	2284670976
406615335	14	491372544
-55513728	5	-1776439296
205438773	3	1643510184
-1054965188	0	-1054965188
-217260982	6	3275166336
-804817765	26	1811939328
-343026395	4	3101512272
94284317	31	2147483648
719340954	19	751828992
-152013037	11	2209912832
-399064626	27	1879048192
-671662868	25	3623878656
-679289041	7	3245315968
957818017	27	134217728
-577655890	4	3642407648
-639045298	12	2400509952
-690469518	25	3825205248
-517177688	19	4114612224
-440627760	31	0
-1034139219	13	2301992960
538096362	19	2538602496
-399283515	13	1834524672
397619517	20	332398592
149039460	1	298078920
-260755798	31	0
680262613	11	1608427520
782453552	11	442073088
584233941	3	378904232
638489072	13	3527278592
251978073	20	361758720
358607852	17	3621257216
-183212588	30	0
934666639	16	3784245248
22916396	22	1258291200
-284328035	10	905868288
-121695782	19	2395996160
291237625	2	1164950500
309225855	19	1274544128
-352047712	6	3238750208
513812745	24	150994944
807833955	22	1488977920
314898437	28	1342177280
-852962573	9	1369826816
-559208031	4	3937573392
332606226	29	1073741824
-935659014	19	3486515200
1062414217	30	1073741824
66316209	29	536870912
-751581957	15	3799875584
263596427	16	696975360
19983451	24	1526726656
123430293	29	2684354560
-127511702	22	3665821696
-832519112	0	-832519112
-326528804	28	3221225472
-180655063	5	2808972576
666023116	22	855638016
-1046895821	6	1718144192
110428980	30	0
-377084103	23	2625634304
-1003150353	19	527958016
-1042835858	14	3852173312
-324682804	3	1697504864
-1063365364	19	2824863744
-454826353	26	1006632960
-292994863	14	1345601536
411103508	28	1073741824
-392229738	3	1157129392
1032689552	21	4060086272
-723725490	28	3758096384
149047243	3	1192377944
-436365173	19	3294101504
155151045	17	3582590976
-492242614	6	2856211072
-682171629	18	2353790976
991021580	22	2197815296
-385133228	7	2242554368
766710373	13	1649188864
879005689	29	536870912
-1012138326	27	1342177280
-356436097	15	2613018624
1054626947	16	1417871360
-167549347	13	1825284096
316816105	30	1073741824
-850722405	31	2147483648
985058129	22	3560964096
975354050	3	3507865104
-186862762	19	2595225600
-131592817	25	503316480
952101567	11	4283824128
-967311572	31	0
1015691468	12	2743910400
720073261	4	2931237584
722001996	26	805306368
9250815	1	18501630
873104458	21	2302672896
415327241	11	186664960
-1043490947	0	-1043490947
-356186083	22	121634816
484483606	8	3768718848
-145479302	31	0
-531566635	20	4249878528
-944508945	27	2013265920
366227085	19	1952972800
-1067727955	26	3019898880
657127893	6	3401479488
595092121	18	2321809408
-334291261	31	2147483648
-725181299	14	2804105216
-571410227	2	2009326388
-170134979	19	2447900672
-1002431284	2	285242160
409445431	19	565706752
-773114759	2	1202508260
-555403247	7	1922828416
-251408757	14	4087529472
659121737	19	843579392
-588126161	29	3758096384
388339807	18	1635516416
593469425	31	2147483648
207574624	1	415149248
-894521640	4	2867522944
-851877021	23	2977955840
1072472336	26	1073741824
-184892780	21	1384120320
931943457	30	1073741824
394407771	6	3767260864
690005542	18	2560098304
717061224	13	2945253376
983106348	19	425721856
803708406	1	1607416812
-943365049	26	469762048
789787091	1	1579574182
445028594	15	1282998272
-313931414	15	3837067264
1008120528	22	3019898880
426916303	29	3758096384
-742509775	29	536870912
592907670	21	2998927360
-816745933	2	1027983564
-630500765	8	1800561408
146442615	27	3087007744
665190791	0	665190791
836179582	28	3758096384
-317918454	13	2657173504
294563674	14	2882961408
-582688623	25	570425344
507907294	8	1175248384
745442178	1	1490884356
198359338	12	731029504
771291633	0	771291633
-705619994	20	2120220672
-390931216	16	3706716160
478310724	10	163909632
985582176	17	2495610880
432527852	25	3623878656
64290852	2	257163408
-728958454	30	2147483648
403229142	31	0
-572665338	27	805306368
-1068369805	26	3422552064
478044891	6	530101952
479067365	25	3388997632
786679033	22	1044381696
-504860030	12	2267553792
-1034667995	11	2713790464
-760134973	29	1610612736
-1013050173	17	696647680
-706074428	7	4111753728
346082513	8	2697777408
-969835357	19	3843555328
-1071481459	7	289326720
-237197318	17	1341390848
876501515	31	2147483648
-802293394	7	385660672
205255184	15	4178051072
-721068933	31	2147483648
692060807	29	3758096384
-171199115	13	1991155712
-1023689783	17	2006056960
206804096	9	2804482048
-296212189	27	402653184
568598625	27	134217728
79073344	29	0
-52653110	16	2479489024
542734590	5	187637696
906997031	23	2474639360
779027585	1	1558055170
591012925	2	2364051700
934605829	14	1023492096
895338813	28	3489660928
-944010205	16	2351104000
-28330834	3	-226646672
345344540	19	1356857344
275148074	3	2201184592
-510599402	17	3190554624
762934988	9	4075657216
109041395	29	1610612736
-801085896	31	0
336837560	12	1002143744
-347639054	15	3111714816
-665337263	11	3188885504
-521668099	23	4269801472
683106771	20	489684992
591846666	18	1948778496
140701805	1	281403610
388088386	8	566379008
-130687434	0	-130687434
142004605	29	2684354560
951058842	9	1610822656
1042483242	17	273940480
489078742	17	2141978624
432358140	6	1901117184
-570718898	29	3221225472
437964652	4	2712467136
-766007126	11	3175436288
-932862028	26	3489660928
791245139	30	3221225472
53392136	13	3596681216
871792899	12	1745891328
767880247	25	1845493760
-1026787258	30	2147483648
534980638	13	1694744576
-255360671	14	3763879936
659173649	28	268435456
-382296038	8	916462080
-803702079	30	1073741824
-660588942	21	3460300800
2747281	8	703303936
346299928	0	346299928
356614827	26	2885681152
760372604	21	2944401408
1044623750	2	4178495000
728780975	19	2239234048
-992831663	6	883283008
1049635337	24	150994944
811209994	12	2706415616
802162892	7	3892602368
864842854	4	952583776
111094891	9	1046009344
219265763	26	2348810240
1014002546	24	1912602624
-1039547840	18	150994944
936182074	31	0
-316925908	18	1622147072
616690941	17	3925475328
-748091416	3	2605203264
-289074650	28	1610612736
-562880781	15	2407104512
815453428	7	1298823680
-692719903	13	3185319936
-739966561	10	2483452928
-349994992	20	16777216
678069232	4	2259173120
914272564	6	2678869248
1070837186	13	1975009280
-969067694	1	-1938135388
352345994	23	3305111552
932256219	7	3364679040
753615002	12	3020529664
-862378490	21	3233808384
298128545	10	340952064
-152318073	28	1879048192
-942333884	0	-942333884
829019394	29	1073741824
119209928	31	0
-1042567397	15	3616374784
753711182	20	2229272576
805417288	29	0
-819579198	7	2468045056
-444929990	20	2208301056
269685591	31	2147483648
53124551	21	3101687808
642321531	19	1675100160
434986366	17	3137077248
933454947	17	3368419328
841881387	10	3093081088
-705253266	18	3250061312
725843331	20	3627024384
494989186	23	3238002688
-650535684	8	966589440
-504993039	7	4080367744
142937085	0	142937085
-1073279115	27	2818572288
818400849	17	2627862528
-443657861	13	3392102400
402345414	29	3221225472
1030083037	22	2000683008
43492906	9	793531392
806544294	0	806544294
-114602516	28	3221225472
-268467854	0	-268467854
-239773264	31	0
988680079	7	1996998528
-919551572	27	1610612736
-290816674	28	3758096384
470392475	31	2147483648
-958879607	14	706887680
-284538585	27	939524096
-61514694	15	2921136128
554880829	4	288158672
-435856510	23	3238002688
906584093	7	78646912
-153315613	19	3071803392
378375033	21	1864368128
582444586	1	1164889172
76384893	8	2374663424
-762890663	5	1357302560
-905533228	28	1073741824
709790655	16	2344550400
97459653	20	3696230400
78845251	11	2561284096
310564423	17	2894987264
341784478	1	683568956
-552403590	17	4210294784
385190467	12	1487155200
-733153210	2	1362354456
90901537	18	813957120
547116609	2	2188466436
-41022953	8	2383025920
393495650	9	3901277184
-393036410	1	-786072820
-908094273	20	1274019840
634983836	28	3221225472
256253704	7	2735703040
519517721	31	2147483648
-846589676	24	335544320
-493470948	9	745945088
341712959	4	1172440048
326346296	27	3221225472
218212792	11	223199232
274630466	0	274630466
149148704	9	3349692416
648837867	16	2062221312
-795474751	22	809500672
-244315789	25	3858759680
-191144286	28	536870912
184212303	20	3035627520
431478942	13	4212375552
-625189517	12	3319214080
386337885	15	2251194368
9365800	10	1000644608
-975961587	22	2202009600
-110700237	12	1838362624
924178901	18	1733558272
-875781005	2	791843276
-943823905	10	4186930176
-992896729	15	3432218624
-403208086	16	2288648192
-362853582	5	1273587264
832652362	30	2147483648
133198391	0	133198391
-114101397	2	-456405588
-292466436	15	2826829824
985984361	4	2890847888
10744240	4	171907840
-471331281	6	4194536384
542451912	17	1368391680
-1037347591	0	-1037347591
931633493	19	3400007680
902229322	14	3142746112
871860757	29	2684354560
-419125709	23	427819008
941483380	11	4012613632
755005358	21	4123000832
-844219316	7	3609077248
-632997922	29	3221225472
-1008099839	8	3919446272
-631922726	23	3976200192
-722352168	7	2028203008
-546825458	28	3758096384
301041702	21	79691776
-242675983	0	-242675983
-452095493	2	-1808381972
-813646048	23	2415919104
-485805703	10	751166464
430879547	24	989855744
237280972	16	2664169472
9369366	16	4145414144
452343842	20	2183135232
6187305	24	687865856
-688993008	26	1073741824
193409768	21	1560281088
422816707	5	645232736
173488031	6	2513299392
596836793	22	1849688064
377247068	26	1879048192
114081863	26	469762048
387925354	19	726663168
624627372	12	2968174592
705370100	26	3489660928
224460212	1	448920424
946873731	16	629342208
655221733	31	2147483648
-791428862	31	0
943541817	2	3774167268
-288385618	4	3975764704
-706069924	17	1958215680
-839788606	19	3188719616
1016946039	31	2147483648
-616211679	23	2424307712
1042013400	29	0
141094517	0	141094517
-919918972	8	723944448
-1073571625	26	1543503872
590071553	7	2514714752
570997819	20	3283091456
697151026	17	1550057472
318571719	28	1879048192
-1038039246	28	536870912
985346620	21	1199570944
107261655	18	3143368704
242802352	6	2654448640
-733479977	27	3087007744
280157830	2	1120631320
45295315	12	846016512
435437013	14	259342336
597652061	10	2110354432
-682846239	0	-682846239
419746481	2	1678985924
278342134	25	3959422976
9464546	8	2422923776
-152891499	28	1342177280
913058420	27	2684354560
-235140896	31	0
-72938061	8	2802692864
-166471035	27	671088640
-358744837	12	3754930176
-732465035	7	733756032
159205116	6	1599192832
-431687772	11	666705920
-734052477	31	2147483648
-822516846	19	479199232
-138715037	21	207618048
470671800	9	465793024
25398153	0	25398153
-821640143	9	227041792
576953939	15	3475603456
423907466	2	1695629864
903769368	11	4083728384
-175689097	20	661651456
16039971	8	4106232576
402818644	30	0
593323640	15	3007053824
-971020010	5	3287098048
-180100343	17	3323068416
915454484	2	3661817936
717479	26	2617245696
-179460623	19	797442048
-66056831	24	2164260864
-837612324	6	2227386112
926679593	21	1159725056
359576827	17	1777729536
-923955824	11	1819049984
-904155333	19	2044198912
679853778	10	385566720
986199595	17	1817575424
717779793	24	1358954496
-647285922	7	3046747904
476800082	6	450434176
319652513	5	1638945824
903157863	19	3275227136
129873140	3	1038985120
418474111	16	1753153536
250808096	25	1073741824
-230357378	18	435683328
1040098390	8	4272182784
-527874815	29	536870912
727116562	2	2908466248
406615371	5	126789984
923714011	21	996147200
-394359644	27	536870912
-884559341	16	2987589632
59107552	20	2382364672
589249245	9	1047902720
-23178643	30	1073741824
-502467875	11	1737943040
-894351518	5	1445522496
-790367030	18	3542614016
30003792	7	3840485376
-937122295	20	1620049920
-926029882	19	1043333120
-950165620	22	3808428032
-155528175	29	536870912
-183774966	26	671088640
-489647649	20	502267904
943565752	22	3992977408
368493710	11	3055841280
612188681	25	301989888
-829556968	13	3202547712
-298643747	20	3989831680
903431185	3	2932482184
-401927817	6	46423488
-389961399	18	2770599936
-128220474	29	3221225472
930590887	23	1400897536
747127492	12	2217492480
783901415	30	3221225472
149520579	7	1958764928
-113727026	12	2325536768
-918485512	31	0
